2025-07-09 15:27:45,357 - INFO - Starting phase: Optimized PDF Batch Translation Script
2025-07-09 15:27:45,357 - INFO - Reading configuration from 'config.ini'
2025-07-09 15:27:45,359 - INFO - Configuration loaded successfully
2025-07-09 15:27:45,359 - INFO - Starting phase: Input Configuration
2025-07-09 15:28:48,263 - INFO - Starting phase: Phase 1: PDF Text Extraction
2025-07-09 15:28:48,986 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,987 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,988 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,989 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,990 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,991 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,992 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,994 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,995 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,996 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,997 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,998 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:48,999 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,001 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,002 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,003 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,004 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,005 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,006 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,008 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,009 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,010 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,011 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,012 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,014 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,015 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,016 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,018 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,019 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,020 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,021 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,022 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,023 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,025 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,026 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,027 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,028 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,029 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,030 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,032 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,033 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,034 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,035 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,036 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,037 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,039 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,040 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,041 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,043 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,044 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,045 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,046 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,047 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,048 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,049 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,050 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,051 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,052 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,053 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,054 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,056 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,057 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,058 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,059 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,060 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,062 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,063 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,064 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,065 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,066 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,067 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,068 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,069 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,070 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,072 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,073 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,074 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,078 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,080 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,081 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,082 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,083 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,084 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,085 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,087 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,089 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,090 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,091 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,092 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,093 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,094 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,095 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,096 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,098 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,099 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,100 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,101 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,102 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,103 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,104 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,105 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,106 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,107 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,108 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,109 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,110 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,111 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,112 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,113 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,115 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,116 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,117 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,118 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,120 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,121 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,122 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,124 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,125 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,126 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,127 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,128 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,129 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,130 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,131 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,132 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,133 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,134 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,136 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,137 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:28:49,137 - INFO - Processing 649 pages from PDF
2025-07-09 15:30:49,319 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,319 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,320 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,320 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,320 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,320 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,320 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,320 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,321 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,321 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,321 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,321 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,321 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,321 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,321 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,321 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,322 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,322 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,322 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,322 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,322 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,322 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,322 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,322 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,322 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,323 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,323 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,323 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,323 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,323 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,323 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,323 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,323 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,324 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,324 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,324 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,324 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,324 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,324 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,324 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,324 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,325 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,325 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,325 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,325 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,325 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,325 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,325 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,325 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,326 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,326 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,326 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,326 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,326 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,326 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,326 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,326 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,326 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,327 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,327 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,327 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,327 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,327 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,327 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,327 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,328 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,328 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,328 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,328 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,328 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,328 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,328 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,328 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,328 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,329 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,329 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,329 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,329 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,329 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,329 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,329 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,329 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,329 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,330 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,330 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,330 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,330 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,330 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,330 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,330 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,330 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,330 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,330 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,331 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,331 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,331 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,331 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,331 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,331 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,331 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,331 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,332 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,332 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,332 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,332 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,332 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,332 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,332 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,333 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,333 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,333 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,333 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,333 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,333 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,333 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,334 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,334 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,334 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,334 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,334 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,334 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,334 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,334 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,334 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,334 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,334 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,335 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,335 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,335 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,335 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,335 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,335 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,335 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,335 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,335 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,335 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,336 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,336 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,336 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,336 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,336 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,336 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,336 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,336 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,336 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,336 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,337 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,337 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,337 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,337 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,337 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,337 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,337 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,337 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,337 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,337 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,338 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,338 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,338 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,338 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,338 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,338 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,338 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,338 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,338 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,338 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,339 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,339 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,339 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,339 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,339 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,339 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,339 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,339 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,339 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,339 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,340 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,340 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,340 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,340 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,340 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,340 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,340 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,340 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,340 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,341 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,341 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,341 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,341 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,341 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,341 - WARNING - CropBox missing from /Page, defaulting to MediaBox
